tweet_id,tweet_text,created_at,user_id,user_name,conversation_id,lang,is_reply,in_reply_to_username,in_reply_to_tweet_id,tweet_url,retweet_count,quote_count,reply_count,like_count,tweet_clean_text
1.707161545698947e+18,"Ethical dilemma.I went to @MercedesBenz for servicing.the service was terrible in all ways. rec’d the survey I was honest,as 1 should be.I then rec’d a call from the dealership &amp;was asked to change my rating to a perfect 5 &amp;they would pay 1 month of car payment.Terrible business",Wed Sep 27 22:33:24 +0000 2023,1636317235.0,AdamRosenberg18,1.707161545698947e+18,en,False,,,https://x.com/AdamRosenberg18/status/1707161545698947380,1,0,1,1,ethical dilemmai went servicingthe service terrible ways rec’d survey honestas bei rec’d dealership ampwas asked change rating perfect ampthey pay month car paymentterrible business
1.526504945192784e+18,Huge thank you to @MercedesBenz support team especially the team behind Mercedes Me app. Problem resolved within 2h of reporting.,Tue May 17 10:08:34 +0000 2022,326105421.0,_almin,1.526504945192784e+18,en,False,,,https://x.com/_almin/status/1526504945192783872,0,0,1,0,huge thank support team especially team mercedes app problem resolved h reporting
1.642555080854438e+18,@MercedesBenz will not be buying another car from you ever again. Certainly wouldn't recommend anyone else does either.,Sun Apr 02 15:50:23 +0000 2023,50467148.0,hpullar,1.642555080854438e+18,en,False,MercedesBenz,,https://x.com/hpullar/status/1642555080854437888,0,0,1,0,buying car certainly nt recommend
1.6504278599435387e+18,"@MercedesBenz what are you as manufacturers doing to stop the theft of the cars you manufacture? it’s as if you don’t care because the more the cars get stolen, the more people buy. That’s very irresponsible if true. You definitely should’ve had a solution by now!",Mon Apr 24 09:13:59 +0000 2023,8.876333056838533e+17,MzL2014,1.6504278599435387e+18,en,False,MercedesBenz,,https://x.com/MzL2014/status/1650427859943538690,0,0,1,0,manufacturers stop theft cars manufacture care cars stolen people buy irresponsible true definitely solution
1.5936234843951473e+18,Grateful☺️😁😎….Thanks for your business @MercedesBenz Sheffield! https://t.co/9aAFWdoDFV,Fri Nov 18 15:13:41 +0000 2022,137617394.0,TeeBleezy,1.5936234843951473e+18,en,False,,,https://x.com/TeeBleezy/status/1593623484395147271,9,4,22,79,grateful … thanks business sheffield
1.4946144613107712e+18,@MercedesBenz love your updates on fixing my new GLE waiting another 2 weeks and will give you another update! No parts to fix new vehicles! What a Joke had car 8wks and almost 6weeks off the road 😡,Fri Feb 18 10:07:10 +0000 2022,1.0850935767558144e+18,Tango1369,1.4946144613107712e+18,en,False,MercedesBenz,,https://x.com/Tango1369/status/1494614461310771217,0,0,1,0,love updates fixing new gle waiting weeks update parts fix new vehicles joke car wks weeks road
1.731258872625541e+18,"@MercedesBenzCDN @MercedesBenz Hi, I just created an account to be able to write to Mercedes because since July I paid over 2.5k+ for an air suspension for a 2010 E550 and I still have no news on this part. I can't ride my car anymore its getting ridiculous",Sun Dec 03 10:27:35 +0000 2023,1.731254984375681e+18,reyrey360150558,1.731258872625541e+18,en,False,MercedesBenzCDN,,https://x.com/reyrey360150558/status/1731258872625541184,0,0,2,0,hi created account able write mercedes july paid k air suspension e news nt ride car anymore getting ridiculous
1.784614260452336e+18,Thought before midnight: I somehow want a white convertible vintage Mercedes https://t.co/csEJUGcoXV,Sun Apr 28 16:02:50 +0000 2024,1.0952905203376742e+18,ConVoLuTedME88,1.784614260452336e+18,en,False,,,https://x.com/ConVoLuTedME88/status/1784614260452335961,1,0,1,1,thought midnight want white convertible vintage mercedes
1.6690398744757944e+18,Since I switch to @MercedesBenz the service I've been receiving has not been great 😣😡,Wed Jun 14 17:51:29 +0000 2023,29375600.0,heyyChriiss,1.6690398744757944e+18,en,False,,,https://x.com/heyyChriiss/status/1669039874475794433,0,0,1,0,switch service ve receiving great
1.7472641794957148e+18,"Wow we really are in trouble. @MercedesBenz could not be bothered. It's dangerous to be a certain ""demographic"". They can't be bothered to look u in the face and tell you your product is faulty. Now my car is in the dealership for the second week and they just won't repair it.",Tue Jan 16 14:26:57 +0000 2024,69531756.0,edgarkasenene,1.7472641794957148e+18,en,False,,,https://x.com/edgarkasenene/status/1747264179495714838,1,0,1,3,wow trouble bothered dangerous certain demographic nt bothered look u face tell product faulty car dealership second week wo nt repair
1.890160056898888e+18,Bought a brand new @MercedesBenz AMG today with 14 miles on it. The car now has 17 miles on it and a check engine light. So now I’m driving a loaner.,Thu Feb 13 22:04:09 +0000 2025,210792709.0,bmuelz,1.890160056898888e+18,en,False,,,https://x.com/bmuelz/status/1890160056898887937,1,0,3,28,bought brand new amg today miles car miles check engine light driving loaner
1.5733314827262362e+18,"@MercedesBenz Could someone explain how having to drive for approximately an hour, then wait on recall work which takes up to 3 hours to carry out, is ""minimum inconvenience"" to a customer? #Recall",Fri Sep 23 15:20:31 +0000 2022,8.31488235796824e+17,setworld2right,1.5733314827262362e+18,en,False,MercedesBenz,,https://x.com/setworld2right/status/1573331482726236161,0,0,1,0,explain having drive approximately hour wait recall work takes hours carry minimum inconvenience customer recall
1.638534628171567e+18,1st experience with @MercedesBenz in Greenville this morning. #underwhelming,Wed Mar 22 13:34:32 +0000 2023,1220414400.0,arstp4,1.638534628171567e+18,en,False,,,https://x.com/arstp4/status/1638534628171567108,0,0,1,0,st experience greenville morning underwhelming
1.6683689463729644e+18,@MercedesBenz terrible client service. More than a month and I cant get spare parts. I havent been able to use my car for 6 weeks! What kind of bad joke and service is that?,Mon Jun 12 21:25:28 +0000 2023,137577825.0,Mauricio_CuGo,1.6683689463729644e+18,en,False,MercedesBenz,,https://x.com/Mauricio_CuGo/status/1668368946372964353,0,0,1,0,terrible client service month nt spare parts nt able use car weeks kind bad joke service
1.647686044547158e+18,"This @MercedesBenz #EV concept car has a sleek solar panel roof. While #Technology might not be there quite just yet, it's nice to think about #Sustainability coming to the #AutoIndustry. (Mashable) https://t.co/rTNuj9Bc2P",Sun Apr 16 19:39:00 +0000 2023,15221598.0,jamesvgingerich,1.647686044547158e+18,en,False,,,https://x.com/jamesvgingerich/status/1647686044547158018,1,0,1,5,ev concept car sleek solar panel roof technology nice think sustainability coming autoindustry mashable
1.5909141661637673e+18,Hello @mercedesbenz my car has already been defined at a MB dealer @ I’m trying to add the remote start feature on the app but it says I have to define my vehicle again… help…,Fri Nov 11 03:47:49 +0000 2022,4891425681.0,uneeksocialite,1.5909141661637673e+18,en,False,,,https://x.com/uneeksocialite/status/1590914166163767296,0,0,1,0,hello car defined mb dealer trying add remote start feature app says define vehicle … help …
1.565075455581061e+18,Join us on September 7th at 9AM for a live #webinar with @MercedesBenz. Learn how they use #computervision and human-in-the-loop to create world-class customer experiences. https://t.co/aUAai1LKM1,Wed Aug 31 20:34:00 +0000 2022,28165790.0,crowdgenbyappen,1.565075455581061e+18,en,False,,,https://x.com/crowdgenbyappen/status/1565075455581061122,1,0,2,12,join september th am live webinar learn use computervision humanintheloop create worldclass customer experiences
1.7767158284879754e+18,"The “Old Girl” is still dust-covered from a winter slumber, but the ‘82 ⁦@MercedesBenz⁩ 300D Turbo #diesel is purring like a kitten — or chugging, depending on your POV. 😉 ⁦@WyzeCam⁩ #automotive https://t.co/V8xYLtCygN",Sat Apr 06 20:57:17 +0000 2024,797981.0,RichC,1.7767158284879754e+18,en,False,,,https://x.com/RichC/status/1776715828487975412,0,0,1,0,“ old girl ” dustcovered winter slumber ‘ d turbo diesel purring like kitten — chugging depending pov automotive
1.4886062812208988e+18,@MercedesBenz worst company in the car industry don’t ever purchase a vehicle from them they’ll give you the run around for 2 plus years and never fix the problem,Tue Feb 01 20:12:49 +0000 2022,425390107.0,iiswavy,1.4886062812208988e+18,en,False,MercedesBenz,,https://x.com/iiswavy/status/1488606281220898816,0,0,1,0,worst company car industry purchase vehicle run plus years fix problem
1.8948356081675144e+18,"@MercedesBenz wins as ‘worst app’ &amp; ‘worst customer service’ experience’. Logged out for 4 months, countless calls and emails later … still can’t login. 😣",Wed Feb 26 19:43:07 +0000 2025,34631589.0,plenzer,1.8948356081675144e+18,en,False,MercedesBenz,,https://x.com/plenzer/status/1894835608167514621,0,0,1,0,wins ‘ worst app ’ amp ‘ worst customer service ’ experience ’ logged months countless calls emails later … login
1.8432238856654523e+18,My car was stolen from my driveway at 4am on Sat (seen here dressed up for my bro’s wedding) Im so gutted as it meant so much to me. I know there’s some good people out there so if anyone has any information please contact me. @MercedesBenz @HantsPolice https://t.co/JXvMOelKa2,Mon Oct 07 09:36:34 +0000 2024,20668424.0,MarkReadMusic,1.8432238856654523e+18,en,False,,,https://x.com/MarkReadMusic/status/1843223885665452165,25,1,19,42,car stolen driveway sat seen dressed bro wedding m gutted meant know good people information contact
1.844019479644423e+18,@MercedesBenz I love my E400! Definitely the best car I have ever owned. My favorite feature is how it can drive itself without me having to bother with steering/pedals. But it has a super-annoying bug that I have to touch the steering wheel every 30 seconds. Can I turn this off?,Wed Oct 09 14:17:58 +0000 2024,14798397.0,tomhubbard,1.844019479644423e+18,en,False,MercedesBenz,,https://x.com/tomhubbard/status/1844019479644422566,0,0,1,0,love e definitely best car owned favorite feature drive having bother steeringpedals superannoying bug touch steering wheel seconds turn
1.4957900882231706e+18,Just had the rudest CS rep @MercedesBenz see this is why I only prefer to use my assigned agent there! My husband never has any issues tho 😩 it’s only when I call,Mon Feb 21 15:58:42 +0000 2022,233403806.0,BeauTAUful_1946,1.4957900882231706e+18,en,False,,,https://x.com/BeauTAUful_1946/status/1495790088223170571,0,0,1,0,rudest cs rep prefer use assigned agent husband issues tho
1.9062514827996695e+18,"Hey @MercedesBenz, I dare you to reply to this tweet! If you do, I’ll buy a 2019 Mercedes-AMG E 43. Let’s see if you’re up for the challenge! #AMG #MercedesBenz",Sun Mar 30 07:45:44 +0000 2025,7.82922911497814e+17,obungaJnR,1.9062514827996695e+18,en,False,,,https://x.com/obungaJnR/status/1906251482799669546,1,0,1,4,hey dare reply tweet buy mercedesamg e let challenge amg mercedesbenz
1.495139987142189e+18,"GETTING MARRIED THE WAY...YES,NO? @MercedesBenz https://t.co/gcstyUpgpz",Sat Feb 19 20:55:25 +0000 2022,2438839384.0,Nkopane00,1.495139987142189e+18,en,False,,,https://x.com/Nkopane00/status/1495139987142189062,6,0,2,56,getting married wayyesno
1.584570219242328e+18,@MercedesBenz the service at Mercedes has gone downhill. Not good!!!,Mon Oct 24 15:39:14 +0000 2022,2305647138.0,StevenMoore_sc,1.584570219242328e+18,en,False,MercedesBenz,,https://x.com/StevenMoore_sc/status/1584570219242328064,0,0,1,0,service mercedes gone downhill good
1.550088194766639e+18,So now @mercedesbenz support is calling me « Dummy »! Are you serious? CC @MBFRANCE_ @MBLUX_FR https://t.co/rPRrxhZgwj,Thu Jul 21 11:59:59 +0000 2022,14585767.0,kubernan,1.550088194766639e+18,en,False,,,https://x.com/kubernan/status/1550088194766639106,1,0,4,5,support calling « dummy » cc
1.6634989284010312e+18,@MercedesBenz I am totally disgusted I have complained when I first bought the vehicle about the stop start not working and now you guys are telling me I have to pay for a battery they new was faulty whe. I bought the vehicle,Tue May 30 10:53:45 +0000 2023,1.0518206403056394e+18,mel69051234,1.6634989284010312e+18,en,False,MercedesBenz,,https://x.com/mel69051234/status/1663498928401031168,0,0,1,0,totally disgusted complained bought vehicle stop start working guys telling pay battery new faulty whe bought vehicle
1.691995902699803e+18,"The U.S. exclusive, limited-edition 2024 Mercedes-AMG SL 63 MANUFAKTUR Big Sur was inspired by the sunsets of the Pacific coast. https://t.co/ag6vhqG9RG",Thu Aug 17 02:10:33 +0000 2023,224359740.0,MercedesBenzUSA,1.691995902699803e+18,en,False,,,https://x.com/MercedesBenzUSA/status/1691995902699802998,108,4,16,712,exclusive limitededition mercedesamg sl manufaktur big sur inspired sunsets pacific coast
1.8292083459302976e+18,@MercedesBenzUK @MercedesBenz I have read the manual but there is no mention of this. What is the maximum size SD memory card the 2017 W213 is capable of using ? Thank you,Thu Aug 29 17:23:49 +0000 2024,1.5062835606254797e+18,FatSnowflakes,1.8292083459302976e+18,en,False,MercedesBenzUK,,https://x.com/FatSnowflakes/status/1829208345930297491,0,0,1,0,read manual mention maximum size sd memory card w capable thank
1.8655366027324667e+18,@MercedesBenz / @MercedesBenzUSA  Bug report - Watch app doesn’t show charging speed or SoC  Dynamic widget on app directs to iPhone app https://t.co/7ROlkYUnZU,Sat Dec 07 23:19:20 +0000 2024,1.6215978439445258e+18,PotenDiff,1.8655366027324667e+18,en,False,MercedesBenz,,https://x.com/PotenDiff/status/1865536602732466600,0,0,3,0,bug report watch app charging speed soc dynamic widget app directs iphone app
1.6403810033309983e+18,@MercedesBenz at Blackburn really are the worst garage around. Car in 4 weeks ago and diagnosed with a fault. Fixed and £300 for the pleasure. Same fault 3 weeks later and now telling me its something else and another £400. #Jokers,Mon Mar 27 15:51:22 +0000 2023,292528593.0,Maz_zeratti,1.6403810033309983e+18,en,False,MercedesBenz,,https://x.com/Maz_zeratti/status/1640381003330998274,0,0,1,0,blackburn worst garage car weeks ago diagnosed fault fixed £ pleasure fault weeks later telling £ jokers
1.5127267895079322e+18,"@MercedesBenz can you clarify this for me? I am buying a new MB every 2.5 years (2018 C200, 2020 C300) and my next consideration is 2023 C43. Despite putting up with factory faults, new car shortage etc, I’m now told that MB free toys can’t be given with new cars. Is this true?",Sat Apr 09 09:39:06 +0000 2022,1380332851.0,trunksandcases,1.5127267895079322e+18,en,False,MercedesBenz,,https://x.com/trunksandcases/status/1512726789507932167,0,0,1,0,clarify buying new mb years c c consideration c despite putting factory faults new car shortage etc told mb free toys given new cars true
1.6288166887737344e+18,@MercedesBenz shocking service. Absolute waste of my time today 🤮,Thu Feb 23 17:58:55 +0000 2023,9.377150119920804e+17,ThisIsMensah,1.6288166887737344e+18,en,False,MercedesBenz,,https://x.com/ThisIsMensah/status/1628816688773734400,0,0,3,0,shocking service absolute waste time today
1.8794410616529103e+18,"Every time I get behind the wheel of a car @MercedesBenz #glc300 and go on a trip, I feel on top of the world! 🌐 It is impossible to convey in words, emotions, impressions, I am overwhelmed, real adventures. Freedom in web2 and #web3 worlds - that's my choice @Aptos #aptostrip https://t.co/ciXfVaKHZX",Wed Jan 15 08:10:42 +0000 2025,1.8645488628805673e+18,AptosTrip,1.8794410616529103e+18,en,False,,,https://x.com/AptosTrip/status/1879441061652910564,0,1,2,2,time wheel car glc trip feel world impossible convey words emotions impressions overwhelmed real adventures freedom web web worlds s choice aptostrip
1.9019878541436603e+18,@MercedesBenz just bought an AMG SL asked two different dealers if the vehicle has a a CAT 2 immobiliser as standard. One said yes another no. Called Mercedes UK spoke to someone in Europe customer services and they don’t know and suggested I call a dealer. Useless. .,Tue Mar 18 13:23:36 +0000 2025,307041923.0,4ABA,1.9019878541436603e+18,en,False,MercedesBenz,,https://x.com/4ABA/status/1901987854143660496,0,0,1,0,bought amg sl asked different dealers vehicle cat immobiliser standard said yes called mercedes uk spoke europe customer services know suggested dealer useless
1.5329561253807432e+18,My @MercedesBenz is multitasking vehicle…Today I visited my AntFarm to bring lots of Organic Vegetables for friends and family @MercedesBenzInd https://t.co/dlWfgcWOk2,Sat Jun 04 05:23:15 +0000 2022,613528794.0,sandeep21271,1.5329561253807432e+18,en,False,,,https://x.com/sandeep21271/status/1532956125380743170,2,0,5,28,multitasking vehicle … today visited antfarm bring lots organic vegetables friends family
1.6588561960512922e+18,"@MercedesBenz Difficult to give  your customer a bigger ‘fuck you’! Car broke down on Sat May 13th and until now (Wed May 17th EOD) MB cannot provide any indication regarding diagnosis, not to mention repair. MB C300e, 17K km. Meanwhile stuck in France until further notice! https://t.co/pPSgjmJ1mb",Wed May 17 15:25:11 +0000 2023,1656906978.0,Luc_Vdbg,1.6588561960512922e+18,en,False,MercedesBenz,,https://x.com/Luc_Vdbg/status/1658856196051292162,0,0,5,0,difficult customer bigger ‘ fuck ’ car broke sat th d th eod mb provide indication diagnosis mention repair mb ce k km stuck france notice
1.8990614058457743e+18,First trip with my new @MercedesBenz GLB: I have enjoyed every single KM! 🤩 https://t.co/yIdUYxTuRE,Mon Mar 10 11:34:56 +0000 2025,41650387.0,gennaro_tangari,1.8990614058457743e+18,en,False,,,https://x.com/gennaro_tangari/status/1899061405845774488,0,0,1,1,trip new glb enjoyed single km
1.4689897946550843e+18,@MercedesBenz worst company ever on god you’ll buy a brand new car that gives you constant issues they’ll refuse to fix it but won’t buy it back . Going with bmw my next purchase .,Thu Dec 09 17:03:54 +0000 2021,425390107.0,iiswavy,1.4689897946550843e+18,en,False,MercedesBenz,,https://x.com/iiswavy/status/1468989794655084547,0,0,1,0,worst company god buy brand new car gives constant issues refuse fix wo buy going bmw purchase
1.8056111737331016e+18,"@MercedesBenz sold me a water damaged AMG GLE53 w/ 3000 miles without disclosing that it was an auction/damaged car. Paying for a car I can't even drive and now don't even want to drive! Customer Service is no longer what it used to be. Jessica in the ""Retention"" dept is a joke!",Tue Jun 25 14:37:05 +0000 2024,1.490762371719213e+18,FloridaRelocate,1.8056111737331016e+18,en,False,MercedesBenz,,https://x.com/FloridaRelocate/status/1805611173733101651,0,0,1,0,sold water damaged amg gle w miles disclosing auctiondamaged car paying car nt drive nt want drive customer service longer jessica retention dept joke
1.6057417483863777e+18,"@MercedesBenz My Mercedes that I bought from Mercedes Phuket only 10,000km broken down for the 6th time ! The recovery truck picked it up yesterday. Mercedes Phuket want to charge me for the recovery, and repairs! Is it normal for Mercedes cars to break down like this?",Thu Dec 22 01:47:20 +0000 2022,1.467652552615338e+18,MatthewCohen122,1.6057417483863777e+18,en,False,MercedesBenz,,https://x.com/MatthewCohen122/status/1605741748386377728,0,0,1,0,mercedes bought mercedes phuket km broken th time recovery truck picked yesterday mercedes phuket want charge recovery repairs normal mercedes cars break like
1.7149738843221243e+18,"The power steering on my MB CLS has failed after only 44,000 miles and the entire rack has to be replaced. Tricky as it’s RHD and I’m in the South of France. Not exactly a testament to German engineering. Can anyone help? ⁦@MercedesBenz⁩ https://t.co/t08s1aXcY3",Thu Oct 19 11:56:51 +0000 2023,278718683.0,jamessfaulkner,1.7149738843221243e+18,en,False,,,https://x.com/jamessfaulkner/status/1714973884322124189,1,0,2,4,power steering mb cls failed miles entire rack replaced tricky rhd south france exactly testament german engineering help
1.684591485897904e+18,@MercedesBenz is Mercedes me UK down? Cannot log in.,Thu Jul 27 15:48:03 +0000 2023,1.571589752322769e+18,london2052,1.684591485897904e+18,en,False,MercedesBenz,,https://x.com/london2052/status/1684591485897904131,0,0,3,3,mercedes uk log
1.8214324236172987e+18,@MercedesBenz What a disgrace. Paid for maps from Ireland now not available as live in Ireland asked for refund this is reply. All paid with card. Disgraceful. https://t.co/FRt4bDzlD5,Thu Aug 08 06:25:05 +0000 2024,7.593237776458056e+17,ErnieHendy,1.8214324236172987e+18,en,False,MercedesBenz,,https://x.com/ErnieHendy/status/1821432423617298659,0,0,1,0,disgrace paid maps ireland available live ireland asked refund reply paid card disgraceful
1.6241407520443638e+18,@dcs_global @MercedesBenz why is the service down for 48hrs and now probably the whole weekend? https://t.co/0EkVhvRcIA,Fri Feb 10 20:18:25 +0000 2023,32579569.0,kenrohde,1.6241407520443638e+18,en,False,dcs_global,,https://x.com/kenrohde/status/1624140752044363778,0,0,1,0,service hrs probably weekend
1.650877905893831e+18,"The 2024 Mercedes-Benz E-Class is here. It has bold new styling inspired by EVs like the EQS and boasts a fresh mild-hybrid base engine. The E-Class even has an in-car selfie camera, AI, and an advanced new touchscreen with built-in apps like TikTok. https://t.co/SgrISaUeAo https://t.co/mZszNOLB9r",Tue Apr 25 15:02:19 +0000 2023,3391729487.0,Motor1com,1.650877905893831e+18,en,False,,,https://x.com/Motor1com/status/1650877905893830656,87,14,10,570,mercedesbenz eclass bold new styling inspired evs like eqs boasts fresh mildhybrid base engine eclass incar selfie camera ai advanced new touchscreen builtin apps like tiktok
1.6052501039204966e+18,"@MercedesBenzUSA @MercedesBenz @MercedesAMG Very GREEDY that I paid for Prepaid Maintenance 40K Miles almost $5K for my wife's GLS but I got charged $1K for the 40K because the cars are over 40K miles,SADLY I’m saying that MBUSA &amp; their dealer service has gone to the ground!",Tue Dec 20 17:13:43 +0000 2022,2490054969.0,FathallaEslam,1.6052501039204966e+18,en,False,MercedesBenzUSA,,https://x.com/FathallaEslam/status/1605250103920496651,0,0,1,0,greedy paid prepaid maintenance k miles k wifes gls got charged k k cars k milessadly saying mbusa amp dealer service gone ground
1.473363485346218e+18,@MercedesBenz I’ve purchased my car 6 months ago now from your Brentford branch and still to this day haven’t received my log book! This is an absolute disgrace. Please contact me urgently.,Tue Dec 21 18:43:23 +0000 2021,8.529355674195927e+17,ChrisMarsh101,1.473363485346218e+18,en,False,MercedesBenz,,https://x.com/ChrisMarsh101/status/1473363485346217984,1,0,1,0,purchased car months ago brentford branch day received log book absolute disgrace contact urgently
1.5817005206031852e+18,"@MercedesBenz #Gla #2021 Do not buy a #Mercedes They do not stand behind repairs. Needed a new cylinder head at 16,000 miles. Wont extend the warranty for a piece of mind #benz #poorwarranty",Sun Oct 16 17:36:05 +0000 2022,162883714.0,Kreuzed,1.5817005206031852e+18,en,False,MercedesBenz,,https://x.com/Kreuzed/status/1581700520603185152,0,0,2,0,gla buy mercedes stand repairs needed new cylinder head miles wo nt extend warranty piece mind benz poorwarranty
1.7436479799556877e+18,@MercedesBenz How do I reprogram the main key for a 2011 Smart fourtwo? Thank you.,Sat Jan 06 14:57:28 +0000 2024,351861891.0,factualmama,1.7436479799556877e+18,en,False,MercedesBenz,,https://x.com/factualmama/status/1743647979955687692,0,0,1,0,reprogram main key smart fourtwo thank
1.7446842689560906e+18,@MercedesBenzUK I reached out to you before Christmas regarding the abysmal service I received from #MercedesNorwich &amp; you gave me a case number Re: 04099236 however I’ve heard no more from you since?  Is this really the best I can expect from my new @MercedesBenz ownership?,Tue Jan 09 11:35:19 +0000 2024,2683958487.0,ed_called,1.7446842689560906e+18,en,False,MercedesBenzUK,,https://x.com/ed_called/status/1744684268956090692,0,0,2,0,reached christmas abysmal service received mercedesnorwich amp gave case number heard best expect new ownership
1.4716184146407793e+18,30 tomorrow and this beauty arrived this afternoon @MercedesBenz https://t.co/AAAFaqPzN2,Thu Dec 16 23:09:06 +0000 2021,738932094.0,PaulaCassidyBL,1.4716184146407793e+18,en,False,,,https://x.com/PaulaCassidyBL/status/1471618414640779269,0,0,1,0,tomorrow beauty arrived afternoon
1.669981128587985e+18,@MercedesBenz Are your showrooms dog friendly please? 🐶  I have tried to find out online but there’s no information! 🐶,Sat Jun 17 08:11:42 +0000 2023,1.6157929635142085e+18,cclouise2022,1.669981128587985e+18,en,False,MercedesBenz,,https://x.com/cclouise2022/status/1669981128587984897,0,0,1,0,showrooms dog friendly tried find online information
